season,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_attempted_per90,shots_on_target,shots_on_target_per90,goals,goals_per90,xg_total,xg_total_per90,headers,assists,assists_per90,key_passes,key_passes_per90,passes_attempted,passes_attempted_per90,passes_completed,passes_completed_per90,pass_accuracy,progressive_passes,progressive_passes_per90,crosses,crosses_per90,switches,carries_attempted,carries_attempted_per90,carry_distance_total,carry_distance_total_per90,progressive_carries,carries_to_penalty_area,carries_to_penalty_area_per90,dribbles_attempted,dribbles_attempted_per90,dribbles_completed,dribbles_completed_per90,dribbles_success_rate,dribble_overruns,duels_attempted,duels_attempted_per90,duels_won,duels_won_per90,duels_lost,interceptions_attempted,interceptions_attempted_per90,duels_success_rate,interceptions_won,interceptions_won_per90,interceptions_lost,blocks,blocks_per90,interceptions_ratio,clearances,clearances_per90,ball_recoveries,ball_recoveries_per90,pressures,pressures_per90,dispossessed,fouls_committed,fouls_committed_per90,fouls_won,fouls_balance,own_goals,gk_goals_conceded,gk_goals_conceded_per90,gk_shots_faced,gk_shots_faced_per90,gk_saves,gk_saves_per90,gk_penalties_saved,gk_save_ratio,gk_clean_sheet,teams,competitions,main_role,avg_pass_angle,avg_pass_length,team_league_position,macro_role,goal_contribution,goal_contribution_per90
2015/2016,9462,Jota Peleteiro,13,8,5,737,5,3,1,0,14,1.71,5,0.61,0,0.0,0.92,0.11,0,0,0.0,14,1.71,260,31.75,181,22.1,0.6961538461538461,48,5.86,18,2.2,21,278,33.95,2434.36,297.28,55,19,2.32,50,6.11,33,4.03,0.66,4,31,3.79,4,0.49,27,6,0.73,0.12903225806451613,3,0.37,3,22,2.69,0.5,0,0.0,53,6.47,153,18.68,29,23,2.81,5,-18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Eibar'],['Spain - La Liga'],Center Attacking Midfield,-4.39,293.89,13,MID,0,0.0
2015/2016,9463,Alexander Tettey,23,23,20,2086,0,3,10,0,20,0.86,3,0.13,2,0.09,0.86,0.04,0,0,0.0,6,0.26,1097,47.33,920,39.69,0.8386508659981768,154,6.64,1,0.04,16,767,33.09,4368.19,188.46,83,1,0.04,24,1.04,19,0.82,0.7916666666666666,2,77,3.32,13,0.56,64,16,0.69,0.16883116883116883,11,0.47,5,33,1.42,0.6875,67,2.89,136,5.87,355,15.32,18,47,2.03,11,-36,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Norwich City'],['England - Premier League'],Right Defensive Midfield,0.91,439.59,19,MID,2,0.09
2015/2016,9467,Timothy Michael Krul,8,8,8,777,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,281,32.55,165,19.11,0.5871886120996441,218,25.25,0,0.0,15,116,13.44,525.58,60.88,6,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,1,0.12,0.0,1,0.12,36,4.17,5,0.58,0,0,0.0,1,1,0,17,1.97,93,10.77,35,4.05,0,0.3763440860215054,1,['Newcastle United'],['England - Premier League'],Goalkeeper,1.07,395.76,18,GK,0,0.0
2015/2016,9475,Moritz Leitner,9,2,1,356,7,1,0,0,6,1.52,1,0.25,0,0.0,0.38,0.1,0,1,0.25,4,1.01,244,61.69,213,53.85,0.8729508196721312,31,7.84,5,1.26,9,236,59.66,1139.35,288.04,19,8,2.02,9,2.28,6,1.52,0.6666666666666666,0,9,2.28,2,0.51,7,2,0.51,0.2222222222222222,0,0.0,2,8,2.02,0.0,1,0.25,15,3.79,71,17.95,14,4,1.01,8,4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Borussia Dortmund'],['Germany - 1. Bundesliga'],Right Center Midfield,0.59,156.7,2,MID,1,0.25
2015/2016,9485,Craig Gardner,34,20,9,2203,14,11,5,0,50,2.04,9,0.37,3,0.12,3.89,0.16,7,3,0.12,23,0.94,745,30.44,420,17.16,0.5637583892617449,228,9.31,44,1.8,34,489,19.98,2418.1,98.79,40,19,0.78,22,0.9,9,0.37,0.4090909090909091,1,122,4.98,14,0.57,108,20,0.82,0.11475409836065574,9,0.37,11,63,2.57,0.45,32,1.31,96,3.92,511,20.88,20,48,1.96,27,-21,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['West Bromwich Albion'],['England - Premier League'],Right Wing,-2.2,753.3,14,FWD,6,0.25
2015/2016,9519,Kyle Lafferty,1,0,0,23,1,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,7,27.39,4,15.65,0.5714285714285714,0,0.0,0,0.0,0,4,15.65,26.94,105.42,1,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,1,3.91,0.0,1,3.91,0,0,0.0,1.0,1,3.91,0,0.0,0,0.0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Norwich City'],['England - Premier League'],Left Center Forward,-0.38,15.08,19,FWD,0,0.0
2015/2016,9528,Steven Naismith,23,15,2,1411,8,13,3,0,26,1.66,8,0.51,4,0.26,3.21,0.2,4,1,0.06,18,1.15,506,32.27,371,23.66,0.733201581027668,59,3.76,9,0.57,3,423,26.98,2465.15,157.24,42,28,1.79,31,1.98,11,0.7,0.3548387096774194,3,90,5.74,6,0.38,84,14,0.89,0.06666666666666667,6,0.38,8,33,2.1,0.42857142857142855,9,0.57,52,3.32,296,18.88,28,31,1.98,43,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,"['Everton', 'Norwich City']",['England - Premier League'],Center Attacking Midfield,2.14,358.64,"[11, 19]",MID,5,0.32
2015/2016,9533,Leandro Bacuna,31,27,22,2591,4,5,8,0,32,1.11,8,0.28,1,0.03,1.51,0.05,1,0,0.0,17,0.59,1389,48.25,1034,35.92,0.7444204463642908,371,12.89,53,1.84,67,1045,36.3,5936.57,206.21,92,19,0.66,52,1.81,29,1.01,0.5576923076923077,2,91,3.16,11,0.38,80,29,1.01,0.12087912087912088,6,0.21,23,55,1.91,0.20689655172413793,66,2.29,129,4.48,416,14.45,25,40,1.39,15,-25,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Aston Villa'],['England - Premier League'],Right Back,-11.62,702.28,20,DEF,1,0.03
2015/2016,9536,Modou Barrow,22,6,2,911,16,4,0,0,12,1.19,4,0.4,1,0.1,0.64,0.06,0,3,0.3,12,1.19,235,23.22,172,16.99,0.7319148936170212,28,2.77,25,2.47,2,316,31.22,2877.76,284.3,65,31,3.06,51,5.04,30,2.96,0.5882352941176471,1,46,4.54,2,0.2,44,8,0.79,0.043478260869565216,6,0.59,2,30,2.96,0.75,5,0.49,41,4.05,199,19.66,32,3,0.3,27,24,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Swansea City'],['England - Premier League'],Right Wing,-17.89,343.74,12,FWD,4,0.4
2015/2016,9539,Vito Mannone,19,19,19,1850,0,0,2,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,633,30.79,277,13.48,0.43759873617693523,570,27.73,0,0.0,22,256,12.45,1426.14,69.38,33,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,111,5.4,2,0.1,0,0,0.0,5,5,0,23,1.12,158,7.69,78,3.79,0,0.4936708860759494,4,['Sunderland'],['England - Premier League'],Goalkeeper,0.48,1091.59,17,GK,0,0.0
2015/2016,9551,Callum McManaman,12,2,0,341,10,2,2,0,8,2.11,1,0.26,0,0.0,0.51,0.13,0,1,0.26,7,1.85,99,26.13,72,19.0,0.7272727272727273,12,3.17,11,2.9,2,131,34.57,1194.95,315.38,26,17,4.49,17,4.49,12,3.17,0.7058823529411765,0,10,2.64,3,0.79,7,1,0.26,0.3,0,0.0,1,7,1.85,0.0,1,0.26,15,3.96,48,12.67,7,3,0.79,10,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['West Bromwich Albion'],['England - Premier League'],Left Midfield,0.53,207.83,14,MID,1,0.26
2015/2016,9554,Steven Fletcher,28,20,7,1874,8,13,1,0,42,2.02,17,0.82,6,0.29,5.0,0.24,15,2,0.1,21,1.01,556,26.7,374,17.96,0.6726618705035972,78,3.75,10,0.48,10,438,21.04,2290.98,110.03,39,31,1.49,40,1.92,22,1.06,0.55,1,174,8.36,3,0.14,171,4,0.19,0.017241379310344827,1,0.05,3,25,1.2,0.25,12,0.58,49,2.35,295,14.17,33,34,1.63,32,-2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,"['Marseille', 'Sunderland']","['England - Premier League', 'France - Ligue 1']",Center Forward,-2.2600000000000002,211.385,"[17, 12]",FWD,8,0.38
2015/2016,9563,Kristoffer Nordfeldt,1,1,1,95,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,29,27.47,23,21.79,0.7931034482758621,21,19.89,0,0.0,2,12,11.37,48.97,46.39,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,2,1.89,0,0.0,0,0,0.0,0,0,0,1,0.95,13,12.32,4,3.79,0,0.3076923076923077,0,['Swansea City'],['England - Premier League'],Goalkeeper,0.21,47.18,12,GK,0,0.0
2015/2016,9566,Bersant Celina,1,0,0,21,1,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,1,4.29,1,4.29,15,64.29,13,55.71,0.8666666666666667,1,4.29,1,4.29,1,11,47.14,56.37,241.59,1,1,4.29,0,0.0,0,0.0,0.0,0,1,4.29,0,0.0,1,0,0.0,0.0,0,0.0,0,1,4.29,0.0,0,0.0,3,12.86,7,30.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Manchester City'],['England - Premier League'],Right Midfield,-1.36,17.38,4,MID,1,4.29
2015/2016,9578,Jonathan Howson,36,33,28,3173,3,5,7,0,35,0.99,9,0.26,3,0.09,2.35,0.07,2,4,0.11,27,0.77,1338,37.95,999,28.34,0.7466367713004485,293,8.31,27,0.77,23,1035,29.36,6106.7,173.21,119,26,0.74,53,1.5,33,0.94,0.6226415094339622,4,162,4.6,25,0.71,137,38,1.08,0.15432098765432098,14,0.4,24,71,2.01,0.3684210526315789,72,2.04,169,4.79,651,18.47,43,34,0.96,24,-10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Norwich City'],['England - Premier League'],Left Center Midfield,-3.0,667.81,19,MID,7,0.2
2015/2016,9593,Lewis Grabban,21,7,2,924,14,5,2,0,19,1.85,10,0.97,1,0.1,2.71,0.26,5,0,0.0,7,0.68,327,31.85,274,26.69,0.8379204892966361,21,2.05,9,0.88,3,335,32.63,2762.31,269.06,45,25,2.44,25,2.44,13,1.27,0.52,2,35,3.41,2,0.19,33,4,0.39,0.05714285714285714,1,0.1,3,13,1.27,0.25,2,0.19,35,3.41,219,21.33,32,12,1.17,5,-7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,"['AFC Bournemouth', 'Norwich City']",['England - Premier League'],Center Forward,-2.46,315.39,"[16, 19]",FWD,1,0.1
2015/2016,9625,Glenn Whelan,37,37,29,3377,0,8,7,0,11,0.29,3,0.08,0,0.0,0.21,0.01,0,1,0.03,21,0.56,2037,54.29,1755,46.77,0.8615611192930781,449,11.97,8,0.21,67,1555,41.44,6564.87,174.96,57,3,0.08,23,0.61,18,0.48,0.782608695652174,2,112,2.98,16,0.43,96,60,1.6,0.14285714285714285,20,0.53,40,87,2.32,0.3333333333333333,105,2.8,247,6.58,568,15.14,22,30,0.8,25,-5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Stoke City'],['England - Premier League'],Right Defensive Midfield,-5.48,775.79,9,MID,1,0.03
2015/2016,9626,Tommy Elphick,12,11,11,1098,1,0,1,0,5,0.41,2,0.16,1,0.08,0.44,0.04,5,0,0.0,1,0.08,462,37.87,377,30.9,0.816017316017316,148,12.13,0,0.0,5,291,23.85,1433.03,117.46,23,1,0.08,0,0.0,0,0.0,0.0,0,34,2.79,2,0.16,32,16,1.31,0.058823529411764705,3,0.25,13,6,0.49,0.1875,53,4.34,28,2.3,63,5.16,2,10,0.82,6,-4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['AFC Bournemouth'],['England - Premier League'],Right Center Back,-1.53,255.14,16,DEF,1,0.08
2015/2016,9627,Neil Taylor,34,33,32,3179,1,1,4,0,9,0.25,0,0.0,0,0.0,0.19,0.01,0,1,0.03,15,0.42,1639,46.4,1292,36.58,0.7882855399633923,371,10.5,55,1.56,26,1071,30.32,6081.84,172.18,125,14,0.4,29,0.82,12,0.34,0.41379310344827586,3,92,2.6,11,0.31,81,33,0.93,0.11956521739130435,9,0.25,24,81,2.29,0.2727272727272727,92,2.6,111,3.14,347,9.82,24,39,1.1,29,-10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Swansea City'],['England - Premier League'],Left Back,34.54,650.64,12,DEF,1,0.03
2015/2016,9628,James Grant Chester,13,9,7,1041,4,2,5,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,4,0.35,404,34.93,299,25.85,0.7400990099009901,133,11.5,12,1.04,7,218,18.85,886.49,76.64,18,0,0.0,7,0.61,4,0.35,0.5714285714285714,0,61,5.27,4,0.35,57,15,1.3,0.06557377049180328,3,0.26,12,30,2.59,0.2,65,5.62,33,2.85,159,13.75,6,12,1.04,7,-5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['West Bromwich Albion'],['England - Premier League'],Left Back,2.64,267.82,14,DEF,0,0.0
2015/2016,9629,Stephen Kingsley,4,4,3,375,0,1,0,0,1,0.24,0,0.0,0,0.0,0.02,0.0,0,1,0.24,1,0.24,155,37.2,112,26.88,0.7225806451612903,43,10.32,13,3.12,7,102,24.48,650.38,156.09,15,0,0.0,5,1.2,5,1.2,1.0,0,14,3.36,0,0.0,14,2,0.48,0.0,1,0.24,1,9,2.16,0.5,18,4.32,18,4.32,44,10.56,2,2,0.48,3,1,1,0,0.0,0,0.0,0,0.0,0,0.0,0,['Swansea City'],['England - Premier League'],Left Back,4.89,90.95,12,DEF,1,0.24
2015/2016,9630,Andre Green,2,0,0,69,2,0,0,0,1,1.3,0,0.0,0,0.0,0.05,0.07,0,0,0.0,2,2.61,32,41.74,19,24.78,0.59375,7,9.13,6,7.83,1,32,41.74,377.92,492.94,10,1,1.3,6,7.83,3,3.91,0.5,0,2,2.61,0,0.0,2,2,2.61,0.0,2,2.61,0,1,1.3,1.0,0,0.0,8,10.43,16,20.87,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Aston Villa'],['England - Premier League'],Center Attacking Midfield,-0.65,42.26,20,MID,0,0.0
2015/2016,9635,Will Keane,1,0,0,13,1,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,6,41.54,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Manchester United'],['England - Premier League'],Center Forward,0.0,0.0,5,FWD,0,0.0
2015/2016,9636,Rushian Hepburn-Murphy,1,0,0,8,1,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,3,33.75,32.65,367.31,1,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,1,11.25,0.0,0,0.0,1,11.25,2,22.5,0,0,0.0,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Aston Villa'],['England - Premier League'],Left Center Forward,0.0,0.0,20,FWD,0,0.0
2015/2016,9638,Jack Grealish,16,9,4,911,7,5,1,0,16,1.58,4,0.4,1,0.1,0.7,0.07,0,0,0.0,11,1.09,342,33.79,269,26.58,0.7865497076023392,52,5.14,6,0.59,6,378,37.34,3155.95,311.78,75,25,2.47,33,3.26,19,1.88,0.5757575757575758,1,22,2.17,2,0.2,20,3,0.3,0.09090909090909091,1,0.1,2,11,1.09,0.3333333333333333,3,0.3,65,6.42,123,12.15,33,6,0.59,21,15,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Aston Villa'],['England - Premier League'],Center Attacking Midfield,7.77,287.83,20,MID,1,0.1
2015/2016,9641,Fraizer Campbell,11,4,0,412,7,4,1,0,4,0.87,1,0.22,0,0.0,0.6,0.13,1,0,0.0,1,0.22,83,18.13,57,12.45,0.6867469879518072,10,2.18,1,0.22,0,73,15.95,559.01,122.11,13,5,1.09,8,1.75,2,0.44,0.25,2,25,5.46,0,0.0,25,4,0.87,0.0,1,0.22,3,7,1.53,0.25,3,0.66,14,3.06,85,18.57,4,8,1.75,4,-4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Crystal Palace'],['England - Premier League'],Center Forward,3.97,139.08,15,FWD,0,0.0
2015/2016,9642,Alan Hutton,28,26,24,2518,2,1,7,1,11,0.39,2,0.07,0,0.0,0.56,0.02,5,1,0.04,23,0.82,1232,44.03,876,31.31,0.711038961038961,327,11.69,87,3.11,20,805,28.77,6557.22,234.37,155,9,0.32,24,0.86,11,0.39,0.4583333333333333,2,83,2.97,13,0.46,70,25,0.89,0.1566265060240964,12,0.43,13,77,2.75,0.48,69,2.47,100,3.57,330,11.8,17,30,1.07,38,8,2,0,0.0,0,0.0,0,0.0,0,0.0,0,['Aston Villa'],['England - Premier League'],Right Back,-26.26,556.01,20,DEF,1,0.04
2015/2016,9648,Paddy McNair,8,3,1,350,5,2,0,0,3,0.77,1,0.26,0,0.0,0.16,0.04,1,0,0.0,1,0.26,217,55.8,168,43.2,0.7741935483870968,77,19.8,5,1.29,2,168,43.2,1518.76,390.54,36,1,0.26,3,0.77,1,0.26,0.3333333333333333,0,30,7.71,3,0.77,27,3,0.77,0.1,0,0.0,3,4,1.03,0.0,18,4.63,25,6.43,52,13.37,4,4,1.03,1,-3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Manchester United'],['England - Premier League'],Right Center Back,-0.68,173.44,5,DEF,0,0.0
2015/2016,9649,Jack Colback,29,28,18,2524,1,10,11,0,16,0.57,4,0.14,1,0.04,1.03,0.04,0,1,0.04,17,0.61,1175,41.9,965,34.41,0.8212765957446808,253,9.02,24,0.86,56,810,28.88,4561.53,162.65,60,12,0.43,20,0.71,14,0.5,0.7,2,124,4.42,19,0.68,105,43,1.53,0.1532258064516129,14,0.5,29,49,1.75,0.32558139534883723,59,2.1,147,5.24,591,21.07,26,64,2.28,48,-16,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Newcastle United'],['England - Premier League'],Left Defensive Midfield,6.61,590.7,18,MID,2,0.07
2015/2016,9720,Philipp Ochs,13,6,1,600,7,5,0,0,5,0.75,1,0.15,0,0.0,0.19,0.03,0,1,0.15,6,0.9,246,36.9,183,27.45,0.7439024390243902,37,5.55,2,0.3,3,179,26.85,1092.61,163.89,24,3,0.45,6,0.9,3,0.45,0.5,1,35,5.25,6,0.9,29,6,0.9,0.17142857142857143,4,0.6,2,11,1.65,0.6666666666666666,8,1.2,26,3.9,165,24.75,9,10,1.5,5,-5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Hoffenheim'],['Germany - 1. Bundesliga'],Left Center Midfield,4.29,208.92,15,MID,1,0.15
2015/2016,9721,Valentin Stocker,20,10,2,882,10,8,2,0,15,1.53,4,0.41,1,0.1,1.3,0.13,2,0,0.0,8,0.82,212,21.63,125,12.76,0.589622641509434,41,4.18,15,1.53,10,196,20.0,963.83,98.35,27,24,2.45,19,1.94,8,0.82,0.42105263157894735,0,63,6.43,2,0.2,61,6,0.61,0.031746031746031744,3,0.31,3,26,2.65,0.5,5,0.51,45,4.59,293,29.9,17,31,3.16,8,-23,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Hertha Berlin'],['Germany - 1. Bundesliga'],Left Midfield,1.43,350.69,7,MID,1,0.1
2015/2016,9722,Peter Pekarík,12,12,11,1115,0,1,1,0,3,0.24,1,0.08,0,0.0,0.1,0.01,0,1,0.08,5,0.4,611,49.32,475,38.34,0.7774140752864157,135,10.9,27,2.18,13,371,29.95,2233.73,180.3,47,6,0.48,20,1.61,8,0.65,0.4,1,37,2.99,7,0.57,30,13,1.05,0.1891891891891892,5,0.4,8,28,2.26,0.38461538461538464,33,2.66,49,3.96,176,14.21,9,13,1.05,16,3,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Hertha Berlin'],['Germany - 1. Bundesliga'],Right Back,-12.94,226.12,7,DEF,1,0.08
2015/2016,9723,Sandro Wagner,32,27,21,2614,5,5,9,1,87,3.0,31,1.07,14,0.48,13.0,0.45,28,3,0.1,18,0.62,914,31.47,453,15.6,0.49562363238512036,181,6.23,25,0.86,16,594,20.45,3499.05,120.47,51,31,1.07,31,1.07,14,0.48,0.45161290322580644,2,309,10.64,8,0.28,301,4,0.14,0.025889967637540454,1,0.03,3,56,1.93,0.25,44,1.51,121,4.17,494,17.01,54,99,3.41,78,-21,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Darmstadt 98'],['Germany - 1. Bundesliga'],Center Forward,3.24,521.59,14,FWD,17,0.59
2015/2016,9728,Florian Klein,22,17,14,1655,5,2,4,1,14,0.76,2,0.11,0,0.0,0.61,0.03,0,1,0.05,12,0.65,670,36.44,481,26.16,0.7179104477611941,159,8.65,29,1.58,10,363,19.74,2340.84,127.3,36,5,0.27,12,0.65,9,0.49,0.75,0,84,4.57,10,0.54,74,26,1.41,0.11904761904761904,10,0.54,16,41,2.23,0.38461538461538464,43,2.34,83,4.51,328,17.84,13,21,1.14,17,-4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['VfB Stuttgart'],['Germany - 1. Bundesliga'],Right Back,-15.89,395.64,17,DEF,1,0.05
2015/2016,9860,Florian Sotoca,1,0,0,8,1,0,0,0,1,11.25,1,11.25,0,0.0,0.06,0.68,1,0,0.0,0,0.0,3,33.75,3,33.75,1.0,0,0.0,0,0.0,0,3,33.75,14.14,159.07,0,0,0.0,0,0.0,0,0.0,0.0,0,1,11.25,0,0.0,1,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,1,11.25,1,11.25,0,0,0.0,1,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Montpellier'],['France - Ligue 1'],Right Wing,0.66,17.83,11,FWD,0,0.0
2015/2016,9884,Niklas Moisander,22,19,18,1910,3,0,4,1,2,0.09,1,0.05,0,0.0,0.09,0.0,2,0,0.0,5,0.24,863,40.66,737,34.73,0.8539976825028969,208,9.8,2,0.09,31,585,27.57,3558.21,167.66,65,1,0.05,5,0.24,5,0.24,1.0,0,56,2.64,9,0.42,47,19,0.9,0.16071428571428573,4,0.19,15,42,1.98,0.21052631578947367,113,5.32,70,3.3,195,9.19,1,20,0.94,9,-11,1,0,0.0,0,0.0,0,0.0,0,0.0,0,['Sampdoria'],['Italy - Serie A'],Left Center Back,1.53,446.59,15,DEF,0,0.0
2015/2016,9887,Rafael,12,12,11,1071,0,0,0,1,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,1,0.08,313,26.3,189,15.88,0.6038338658146964,252,21.18,0,0.0,4,86,7.23,537.08,45.13,12,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,54,4.54,0,0.0,0,1,0.08,3,2,0,18,1.51,108,9.08,44,3.7,0,0.4074074074074074,2,['Hellas Verona'],['Italy - Serie A'],Goalkeeper,0.18,569.77,20,GK,0,0.0
2015/2016,9897,Kévin Soni,2,1,0,94,1,1,0,0,1,0.96,0,0.0,0,0.0,0.01,0.01,0,0,0.0,0,0.0,24,22.98,17,16.28,0.7083333333333334,3,2.87,0,0.0,0,26,24.89,202.31,193.7,6,2,1.91,1,0.96,0,0.0,0.0,0,8,7.66,0,0.0,8,1,0.96,0.0,1,0.96,0,0,0.0,1.0,2,1.91,3,2.87,30,28.72,0,6,5.74,1,-5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Bordeaux'],['France - Ligue 1'],Left Wing,0.47,26.61,14,FWD,0,0.0
2015/2016,9898,Aleksandar Tonev,22,11,5,1169,11,6,2,0,32,2.46,8,0.62,0,0.0,0.97,0.07,1,1,0.08,10,0.77,270,20.79,171,13.17,0.6333333333333333,40,3.08,26,2.0,13,292,22.48,2799.84,215.56,61,10,0.77,21,1.62,13,1.0,0.6190476190476191,1,43,3.31,6,0.46,37,7,0.54,0.13953488372093023,5,0.38,2,13,1.0,0.7142857142857143,9,0.69,54,4.16,202,15.55,20,14,1.08,8,-6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Frosinone'],['Italy - Serie A'],Right Midfield,-4.77,390.42,19,MID,1,0.08
2015/2016,9903,Raman Chibsah,22,14,5,1247,8,8,2,1,11,0.79,1,0.07,0,0.0,0.34,0.02,1,2,0.14,13,0.94,436,31.47,332,23.96,0.7614678899082569,117,8.44,3,0.22,7,420,30.31,3034.49,219.01,64,4,0.29,29,2.09,16,1.15,0.5517241379310345,2,51,3.68,8,0.58,43,13,0.94,0.1568627450980392,5,0.36,8,27,1.95,0.38461538461538464,24,1.73,109,7.87,308,22.23,33,22,1.59,27,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Frosinone'],['Italy - Serie A'],Right Defensive Midfield,0.14,422.08,19,MID,2,0.14
2015/2016,9914,Danny Ward,2,2,2,194,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,58,26.91,33,15.31,0.5689655172413793,42,19.48,0,0.0,1,34,15.77,121.19,56.22,1,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,6,2.78,0,0.0,0,0,0.0,0,0,0,4,1.86,23,10.67,11,5.1,0,0.4782608695652174,0,['Liverpool'],['England - Premier League'],Goalkeeper,0.13,90.61,8,GK,0,0.0
2015/2016,9930,Ryan Bennett,22,20,18,1975,2,2,7,0,9,0.41,3,0.14,0,0.0,0.82,0.04,5,0,0.0,4,0.18,606,27.62,447,20.37,0.7376237623762376,249,11.35,0,0.0,20,301,13.72,1627.54,74.17,27,1,0.05,1,0.05,1,0.05,1.0,0,65,2.96,0,0.0,65,22,1.0,0.0,1,0.05,21,32,1.46,0.045454545454545456,154,7.02,28,1.28,120,5.47,0,16,0.73,7,-9,1,0,0.0,0,0.0,0,0.0,0,0.0,0,['Norwich City'],['England - Premier League'],Right Center Back,-4.09,582.64,19,DEF,0,0.0
2015/2016,9931,Hélder Costa,25,15,3,1366,10,12,4,0,24,1.58,9,0.59,3,0.2,3.55,0.23,0,2,0.13,11,0.72,366,24.11,247,16.27,0.674863387978142,47,3.1,40,2.64,5,431,28.4,3801.25,250.45,99,34,2.24,48,3.16,17,1.12,0.3541666666666667,3,91,6.0,12,0.79,79,14,0.92,0.13186813186813187,6,0.4,8,40,2.64,0.42857142857142855,11,0.72,76,5.01,383,25.23,40,33,2.17,34,1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['AS Monaco'],['France - Ligue 1'],Left Wing,12.67,446.06,3,FWD,5,0.33
